Age,AnnualIncome,LoanAmount,CreditScore,EmploymentType,YearsOfExperience,ExistingLoans,MaritalStatus,DefaultProbability,Default
57,135429,11344,711,Salaried,23,1,Married,0.0,0
52,49705,26757,639,Salaried,5,0,Married,60.35928706203591,1
51,71459,40038,591,Salaried,3,4,Married,94.89244253727222,1
64,114725,96502,613,Salaried,17,3,Divorced,75.70843972880968,1
41,79739,28816,607,Salaried,5,3,Single,64.03683359841898,1
39,87283,62678,543,Salaried,4,3,Divorced,98.08629411372989,1
22,26289,17134,511,Salaried,2,3,Single,100.0,1
50,67090,30137,658,Salaried,8,0,Married,62.188275137605814,1
53,111682,40047,583,Self-Employed,10,3,Married,98.33805611857565,1
64,121724,42487,668,Self-Employed,15,1,Married,28.93304809363115,0
37,80745,14155,619,Salaried,10,2,Single,29.32515901229701,0
36,108340,46839,703,Salaried,14,0,Divorced,47.51897365685784,0
52,135624,103648,723,Salaried,25,0,Single,23.22052297784552,0
69,154813,22226,697,Salaried,30,3,Single,26.035447039970656,0
60,103142,68884,633,Salaried,18,3,Married,58.14129296525781,1
34,63140,13786,610,Salaried,8,0,Married,47.895765147271845,0
62,135422,64269,574,Salaried,23,3,Married,87.8167371169988,1
60,99573,57704,603,Salaried,8,3,Single,89.21274487826945,1
51,149287,41730,638,Salaried,22,3,Single,45.0208074050242,0
21,7156,3535,465,Student,0,3,Married,100.0,1
43,77206,7187,658,Salaried,9,3,Married,49.19767219053436,0
19,91377,67510,548,Self-Employed,0,4,Single,100.0,1
26,47424,29413,516,Self-Employed,6,4,Married,100.0,1
26,37406,3529,539,Salaried,0,4,Married,72.76094381006324,1
57,140678,66451,813,Salaried,18,0,Married,10.000227039774202,0
34,79914,18194,589,Salaried,14,2,Married,43.35640779418297,0
18,12000,2686,543,Salaried,0,0,Married,67.95602225624876,1
42,83024,57557,580,Salaried,18,4,Married,96.36784216886466,1
60,230620,75997,711,Self-Employed,33,0,Married,34.52101681734793,0
57,111264,7777,612,Salaried,18,2,Single,37.137673176622016,0
59,125013,22067,705,Salaried,20,3,Married,17.32547975412212,0
42,24880,10852,664,Self-Employed,1,1,Married,63.06631875218929,1
56,140108,151255,650,Self-Employed,16,4,Married,78.85679420050552,1
52,99976,7525,608,Salaried,17,4,Single,43.615454208155455,0
20,19318,2570,489,Self-Employed,0,2,Divorced,98.39371345054585,1
67,124692,54090,616,Salaried,16,3,Married,54.16170054160017,0
54,41339,15426,643,Salaried,1,3,Single,79.19805362842868,1
61,56721,38620,630,Salaried,0,1,Married,61.793740625831745,1
61,111933,93625,600,Salaried,9,3,Divorced,80.95811270834018,1
22,12000,5067,514,Student,0,2,Single,100.0,1
47,107123,66957,638,Salaried,15,3,Divorced,67.62551284008879,1
55,80318,19977,624,Salaried,4,2,Married,52.284303621126675,0
51,149061,37700,610,Salaried,23,4,Married,52.66582947785418,0
29,89851,31914,452,Salaried,6,4,Single,100.0,1
36,66587,13400,543,Salaried,11,4,Single,64.75014124013285,1
54,150397,98064,769,Salaried,30,0,Divorced,0.0,0
61,93733,43526,597,Self-Employed,8,4,Single,100.0,1
66,150581,121567,785,Salaried,25,2,Married,12.045160950189148,0
34,99319,82865,606,Salaried,14,1,Single,58.159996387684295,1
27,64536,14032,535,Salaried,7,3,Single,77.6812690462912,1
66,100121,13172,581,Salaried,12,4,Single,62.60687173597318,1
64,144328,31854,704,Salaried,24,0,Married,23.606288648845215,0
29,76133,44127,666,Self-Employed,4,0,Divorced,57.72895299292994,1
33,3807,6910,482,Unemployed,7,2,Single,100.0,1
41,45825,28112,704,Salaried,6,1,Single,52.64689052958099,0
36,42979,50248,543,Salaried,3,4,Single,100.0,1
25,79189,69423,498,Self-Employed,2,4,Married,100.0,1
48,83188,84540,630,Salaried,7,0,Married,63.95190072891926,1
38,62836,18111,672,Salaried,5,2,Divorced,22.852347482497066,0
34,60421,14238,650,Salaried,8,0,Married,47.477455867706915,0
40,78051,90301,718,Self-Employed,9,0,Married,40.636835324186016,0
54,133274,48289,692,Salaried,29,1,Single,27.215598406199447,0
33,54915,30346,586,Self-Employed,6,2,Divorced,96.78201439337614,1
23,50400,27020,653,Self-Employed,2,1,Single,78.93639750071718,1
25,40703,28671,581,Salaried,3,2,Single,99.32029623819132,1
42,55539,7578,565,Self-Employed,2,4,Married,80.61675712958574,1
35,51740,23990,543,Self-Employed,7,3,Married,100.0,1
42,51583,6070,611,Salaried,6,3,Married,59.25365277671899,1
29,29311,21112,560,Salaried,3,2,Married,84.44356454443735,1
32,74421,49554,545,Salaried,12,3,Married,86.84524856822611,1
43,122513,90280,787,Salaried,19,0,Single,7.091867786050463,0
58,152621,76486,618,Salaried,31,4,Married,68.3766441703249,1
62,148311,113400,599,Salaried,25,4,Married,87.57452910701643,1
43,55732,32063,627,Salaried,3,3,Married,93.69557744538125,1
20,3982,1583,545,Student,0,2,Married,99.9219236701006,1
49,154130,108546,689,Salaried,29,0,Single,33.11714316111848,0
27,53285,9688,571,Salaried,2,2,Married,62.634962378301196,1
33,81314,24651,606,Salaried,10,3,Married,60.252068525928976,1
24,77946,58470,545,Salaried,2,4,Single,100.0,1
34,65569,26079,578,Salaried,11,4,Married,73.43667794505765,1
40,46383,4934,590,Salaried,0,2,Divorced,60.98792614533641,1
43,78733,43426,676,Salaried,3,1,Married,42.76504474337576,0
38,128653,88129,623,Self-Employed,13,2,Divorced,64.80168989424338,1
39,12000,2932,564,Self-Employed,0,1,Single,94.67179108044529,1
24,43749,40846,612,Salaried,4,2,Single,82.95680513715195,1
31,102013,70286,648,Self-Employed,7,1,Single,74.3411183665427,1
32,113466,21499,674,Self-Employed,0,1,Married,42.5475644519411,0
24,50856,22990,649,Salaried,3,1,Single,62.37251206863505,1
26,937,6021,481,Unemployed,5,1,Single,100.0,1
68,134303,40828,759,Self-Employed,21,0,Divorced,0.0,0
65,152452,106660,821,Salaried,22,1,Married,12.039756648129085,0
25,57006,7204,592,Salaried,1,1,Married,69.73220666165054,1
67,124669,81591,574,Salaried,13,4,Single,85.838788232868,1
40,71599,75467,692,Salaried,11,0,Single,45.05189450838937,0
46,116110,45192,591,Self-Employed,17,1,Single,61.52949138585676,1
35,34827,5261,502,Salaried,3,3,Married,69.64917497547994,1
48,163685,41348,723,Self-Employed,26,0,Divorced,30.858654702791778,0
47,62110,14961,559,Self-Employed,13,4,Married,84.45700571725791,1
69,129934,94922,692,Self-Employed,12,2,Single,42.78942096936084,0
56,102148,36453,697,Self-Employed,17,4,Married,32.070043164408425,0
52,152148,17849,626,Salaried,27,4,Single,42.92256060177336,0
35,52297,7735,610,Salaried,5,0,Single,33.50006810269081,0
59,116791,141577,682,Self-Employed,18,0,Married,61.19304086469269,1
56,76601,56055,587,Salaried,2,3,Married,93.04258785198844,1
34,67697,15935,515,Salaried,2,3,Single,74.36479092388359,1
21,3063,7882,591,Student,0,0,Single,100.0,1
48,116375,55807,708,Self-Employed,24,0,Divorced,48.977875948552295,0
41,61222,3148,672,Salaried,10,0,Single,0.0,0
52,118295,47334,688,Self-Employed,16,2,Single,49.7057756294602,0
61,205260,66285,692,Self-Employed,34,4,Single,58.84290369257615,1
62,85845,19952,560,Salaried,13,3,Single,71.20437626850952,1
51,145480,185947,629,Salaried,26,3,Single,98.93500846275867,1
24,8402,9176,538,Student,0,1,Married,100.0,1
54,124896,52471,720,Salaried,18,2,Single,29.54892097102311,0
60,84057,49471,759,Salaried,2,0,Married,22.129860268148835,0
57,151625,33558,710,Salaried,33,0,Married,2.0453119386951,0
43,144319,85813,609,Self-Employed,16,2,Married,86.62266495330225,1
40,76070,54112,590,Salaried,8,3,Divorced,100.0,1
61,137149,123688,712,Salaried,21,0,Divorced,46.75265304553039,0
56,161499,59515,705,Salaried,26,1,Single,28.323048433490627,0
32,3952,2569,523,Unemployed,4,3,Married,100.0,1
66,167527,36111,664,Salaried,30,4,Married,41.36381217934493,0
21,45344,12290,540,Salaried,0,2,Divorced,85.22973705662058,1
22,2450,1670,462,Student,0,3,Married,100.0,1
39,30333,14259,465,Salaried,1,4,Divorced,100.0,1
42,2925,8452,558,Unemployed,21,1,Married,100.0,1
24,6678,9911,535,Student,0,2,Single,100.0,1
18,2244,9609,586,Student,0,0,Married,100.0,1
50,122105,61358,700,Salaried,18,0,Divorced,51.77462159565914,0
33,103232,65711,516,Self-Employed,9,4,Divorced,92.47103210228099,1
62,130035,65796,651,Self-Employed,9,3,Single,78.84083911068231,1
59,1467,8690,608,Unemployed,38,1,Married,96.95248215531909,1
61,70758,20116,589,Salaried,6,4,Single,81.56316940598822,1
19,51615,38623,661,Self-Employed,0,1,Single,61.550545500275945,1
52,72108,22309,660,Salaried,3,1,Married,29.421860182768278,0
59,103190,60073,766,Salaried,14,1,Single,20.164572016743854,0
51,101091,48127,732,Salaried,11,2,Married,33.55839527017807,0
47,136356,100375,564,Self-Employed,15,4,Single,88.15712858845198,1
30,64859,9850,557,Salaried,5,2,Married,58.46784224438063,1
30,46794,29717,530,Salaried,8,3,Single,99.71414152883943,1
35,318,2201,393,Unemployed,2,3,Single,100.0,1
49,84894,83413,698,Salaried,7,0,Single,51.76538412867466,0
49,85909,14027,697,Self-Employed,6,0,Single,28.473529214006213,0
52,50674,27552,670,Salaried,3,0,Single,43.751127597598725,0
56,70576,37867,549,Salaried,12,3,Single,77.18533285077615,1
63,121683,93415,766,Self-Employed,18,1,Married,25.422683436947853,0
23,8956,9132,463,Student,0,1,Single,100.0,1
46,61610,36252,499,Salaried,6,4,Married,100.0,1
66,78204,87429,663,Self-Employed,9,3,Single,82.37030950866054,1
46,144221,143278,722,Salaried,24,0,Divorced,27.133106612556166,0
61,163670,63159,640,Salaried,34,3,Divorced,53.82281783865541,0
33,64216,37403,618,Salaried,9,1,Married,46.14903182251412,0
61,128251,97415,702,Salaried,24,1,Single,35.370796973748696,0
64,150922,60869,742,Salaried,28,2,Single,24.051972296500402,0
27,34104,9834,509,Salaried,7,2,Divorced,70.69657039860546,1
47,105932,123270,600,Salaried,11,4,Single,73.35892213094674,1
42,122384,78817,662,Salaried,18,3,Single,61.47118410946349,1
56,81794,38554,591,Salaried,11,2,Single,53.61281704173227,0
37,64645,13853,594,Salaried,5,2,Single,57.388035528486114,1
21,5238,8032,489,Student,0,3,Single,100.0,1
18,12000,2977,489,Self-Employed,0,1,Married,95.83477274422467,1
47,65216,16089,575,Salaried,9,4,Single,68.72085838780225,1
19,3836,4759,479,Student,0,4,Married,100.0,1
20,28921,2747,567,Self-Employed,0,4,Single,100.0,1
62,136822,115773,677,Salaried,24,2,Single,39.71942094809834,0
31,50210,25766,624,Salaried,6,1,Divorced,60.822404547000026,1
47,128611,97256,666,Self-Employed,7,4,Single,60.204860448155706,1
67,161497,78808,646,Salaried,22,3,Married,65.60953964416517,1
21,29034,8908,448,Self-Employed,1,4,Married,100.0,1
35,107266,54655,675,Self-Employed,10,0,Single,36.258433115471306,0
54,141986,111843,685,Self-Employed,22,1,Divorced,57.31073909249843,1
42,3819,1126,554,Unemployed,10,0,Single,91.78950870446404,1
65,83844,14623,656,Salaried,6,1,Divorced,25.52556185056077,0
18,24948,3400,482,Salaried,0,3,Single,89.60093446102411,1
63,157562,196359,734,Self-Employed,26,2,Divorced,46.42255620799037,0
32,73383,31069,594,Salaried,12,2,Single,87.27531870724727,1
26,99834,34843,727,Self-Employed,2,1,Married,31.1141493284159,0
32,3782,6318,396,Unemployed,0,4,Married,100.0,1
66,205923,83249,850,Self-Employed,31,0,Divorced,25.929849162937565,0
41,114721,61055,621,Salaried,21,3,Divorced,68.51793625373502,1
21,26163,4559,501,Salaried,0,4,Married,85.10685809939804,1
29,65107,20111,536,Salaried,6,2,Divorced,89.12663260228781,1
54,36911,11134,526,Salaried,0,4,Single,100.0,1
54,210985,50256,810,Self-Employed,32,0,Single,2.7159014820151532,0
60,87121,72806,525,Self-Employed,13,2,Single,92.95945605638836,1
23,12000,6993,488,Self-Employed,2,1,Single,100.0,1
56,111551,38010,556,Salaried,16,3,Single,76.57222494708499,1
63,96976,32830,683,Salaried,3,3,Married,36.70719688632556,0
41,129561,109994,672,Self-Employed,19,2,Single,73.03695586400633,1
28,51266,22287,555,Salaried,2,1,Married,96.39459722859341,1
30,56220,12859,610,Salaried,6,0,Single,37.56851940674817,0
51,52590,31898,591,Self-Employed,0,3,Single,100.0,1
42,38577,19302,635,Self-Employed,8,2,Married,75.59794126110927,1
24,12000,8548,475,Salaried,4,3,Married,100.0,1
25,11572,8058,558,Student,0,1,Married,100.0,1
21,66721,53661,609,Salaried,1,0,Married,82.3452313011404,1
25,3491,3829,502,Unemployed,1,1,Single,100.0,1
37,84963,30480,519,Salaried,14,4,Married,80.06461089647097,1
46,80605,58433,654,Salaried,16,1,Single,58.965156453437984,1
22,5159,7476,508,Student,0,1,Single,100.0,1
62,75820,33471,620,Salaried,6,3,Married,79.43959327049359,1
63,70296,27045,734,Self-Employed,8,1,Single,26.720113817299204,0
27,84617,17873,641,Self-Employed,3,2,Single,44.65592572151933,0
24,14132,7116,565,Student,0,3,Divorced,100.0,1
51,420,5231,508,Unemployed,2,3,Divorced,100.0,1
43,124830,51902,643,Salaried,22,4,Single,61.40775787669061,1
58,151428,116527,599,Self-Employed,22,2,Single,72.08438561954283,1
66,162340,179166,648,Salaried,25,1,Single,68.29216186580047,1
20,14933,2000,446,Salaried,0,4,Single,100.0,1
23,17905,14216,506,Self-Employed,0,2,Divorced,100.0,1
22,12000,3737,540,Salaried,1,4,Single,92.0544901385093,1
22,26918,2000,534,Salaried,2,0,Married,47.62190327955994,0
64,68832,46735,604,Salaried,9,1,Single,44.83201186785328,0
40,29785,14188,525,Self-Employed,0,4,Divorced,100.0,1
66,1875,1666,599,Unemployed,4,0,Single,100.0,1
26,43322,23914,632,Salaried,2,1,Married,54.14171509728838,0
52,143161,26152,604,Salaried,26,4,Single,42.51113010708985,0
20,11614,6864,461,Student,0,4,Married,100.0,1
66,143067,72358,677,Salaried,21,4,Single,53.968187606689824,0
59,97688,42628,559,Salaried,17,4,Single,81.94264125282827,1
52,107870,25299,626,Salaried,15,3,Divorced,46.02437707846364,0
67,90630,26153,633,Salaried,1,4,Divorced,65.53533933322119,1
35,81450,49426,562,Salaried,14,3,Divorced,94.00360186128947,1
34,67551,30184,608,Self-Employed,12,3,Married,66.97712911738877,1
41,90326,64029,630,Salaried,12,0,Married,44.97939016747695,0
25,3937,2826,618,Student,0,1,Single,93.50356813816694,1
49,97448,66675,595,Self-Employed,7,3,Single,98.98987222699307,1
52,119015,120742,632,Self-Employed,7,2,Single,77.38108263602292,1
55,99733,82808,554,Salaried,9,3,Married,100.0,1
30,44778,20426,524,Salaried,6,2,Single,74.41796616584114,1
64,179333,31048,720,Salaried,32,0,Single,0.0,0
24,12448,1061,475,Student,0,2,Married,100.0,1
26,42846,24541,564,Salaried,3,0,Married,79.40030548522063,1
21,21928,9016,599,Salaried,0,0,Single,90.42958428461084,1
31,49325,26627,656,Salaried,4,0,Single,66.27721589528417,1
54,78982,52834,643,Salaried,8,2,Single,48.38724903929276,0
51,99041,32916,495,Salaried,15,2,Single,85.59733674494666,1
28,59365,45736,583,Salaried,1,0,Single,82.40313896916649,1
58,163111,99245,789,Salaried,29,0,Married,0.0,0
20,36360,17816,519,Salaried,0,1,Married,100.0,1
45,98259,11424,674,Salaried,7,0,Married,15.29908269656198,0
46,154072,90748,565,Self-Employed,22,4,Single,100.0,1
26,34296,12436,646,Salaried,2,1,Married,58.605253166809135,1
20,12000,6952,529,Salaried,0,1,Single,92.60409298309384,1
42,105130,82717,685,Salaried,19,1,Married,37.918940665569814,0
51,136232,48105,578,Salaried,18,4,Married,74.71562463118757,1
21,11559,3609,437,Student,0,1,Single,100.0,1
59,159997,106795,733,Salaried,25,1,Single,29.506187170664447,0
26,96001,30352,513,Self-Employed,1,2,Divorced,100.0,1
25,3060,4614,481,Student,0,2,Single,100.0,1
57,105027,58710,785,Self-Employed,12,0,Married,18.99088552126145,0
42,99361,27301,816,Salaried,19,0,Single,1.836901639965503,0
22,18140,8235,522,Salaried,1,3,Married,100.0,1
28,51533,5848,485,Self-Employed,4,4,Single,95.39017828795397,1
51,87770,56678,633,Salaried,1,2,Single,55.13265592253754,1
41,78102,28322,602,Self-Employed,3,0,Married,55.755598383235714,1
32,35857,15633,503,Self-Employed,6,4,Single,100.0,1
55,165986,59622,782,Self-Employed,29,1,Single,2.448529315229793,0
25,20208,18038,512,Salaried,5,4,Single,100.0,1
22,12000,7398,479,Self-Employed,0,2,Single,100.0,1
65,113828,93704,662,Self-Employed,12,3,Single,73.60862424623103,1
43,148373,147555,579,Self-Employed,23,2,Single,95.99917355454619,1
35,86515,23241,572,Salaried,7,0,Divorced,57.005166470353565,1
23,38093,8182,644,Salaried,1,0,Single,69.64813621467857,1
54,158895,101736,594,Salaried,30,4,Married,89.64109201604376,1
65,148516,131507,760,Salaried,26,2,Single,25.703436319919305,0
30,46017,10784,578,Salaried,1,0,Single,61.86522289187623,1
22,3907,4392,598,Student,0,1,Divorced,100.0,1
22,29975,23225,652,Salaried,2,1,Single,89.65088451922053,1
30,72409,47156,573,Self-Employed,8,3,Divorced,100.0,1
34,27928,14592,507,Salaried,0,4,Single,100.0,1
67,97937,85292,685,Salaried,14,0,Married,39.89926833296409,0
57,61496,37168,576,Salaried,2,3,Married,94.39606708736342,1
62,62535,9203,586,Salaried,5,1,Divorced,47.05937952799634,0
23,14260,7444,529,Student,0,3,Married,100.0,1
46,135140,112818,655,Salaried,22,3,Married,80.35506655766194,1
68,149585,39043,734,Self-Employed,32,0,Single,0.0,0
20,28563,26044,601,Salaried,0,0,Single,75.57868293329008,1
21,12143,3554,551,Student,0,0,Divorced,100.0,1
51,57425,6596,509,Salaried,5,4,Single,72.27276968807624,1
57,72100,44038,548,Salaried,7,3,Single,92.18725458919452,1
44,101370,84332,579,Salaried,14,3,Married,96.52147958069293,1
30,46753,8755,508,Salaried,3,4,Single,75.57719566416,1
62,125739,112655,748,Salaried,18,1,Divorced,23.686311204985486,0
25,2346,7831,551,Student,0,2,Married,100.0,1
23,46550,33391,659,Self-Employed,0,1,Married,95.82990975517104,1
41,16228,5887,555,Self-Employed,3,4,Divorced,89.05431410525222,1
36,66882,46112,500,Salaried,9,3,Single,100.0,1
33,12000,5678,467,Salaried,3,3,Single,100.0,1
57,151653,55201,681,Salaried,33,0,Married,15.305380938144546,0
45,1370,5455,545,Unemployed,3,0,Single,100.0,1
50,82671,51967,567,Self-Employed,14,3,Married,83.00840361390203,1
22,12288,8381,529,Student,0,3,Divorced,100.0,1
58,125093,19496,768,Self-Employed,15,0,Married,0.0,0
30,42834,44876,569,Salaried,1,0,Single,94.2338611008403,1
60,84499,10815,594,Salaried,6,1,Divorced,47.88401062838999,0
62,128469,54335,722,Salaried,21,3,Married,31.74758520643783,0
42,72220,19661,594,Salaried,10,3,Married,82.79116360974032,1
59,97248,49874,575,Salaried,18,4,Single,87.74109251484825,1
53,51440,9099,709,Salaried,0,1,Divorced,26.3996579358814,0
44,80737,63640,673,Self-Employed,2,2,Married,54.266168077385245,0
22,2362,6677,490,Student,0,2,Married,100.0,1
24,52810,38716,609,Self-Employed,1,2,Married,91.15406469574047,1
21,10505,4806,622,Student,0,0,Single,100.0,1
60,111792,33067,697,Salaried,11,2,Married,24.94126702858752,0
62,135482,52832,684,Salaried,20,4,Married,8.855135104992588,0
68,146392,82663,700,Self-Employed,18,0,Single,48.57772314352545,0
48,74537,62365,670,Salaried,8,0,Married,55.99881584387714,1
40,87818,36469,689,Salaried,10,2,Divorced,41.96863121967606,0
59,181141,10454,732,Salaried,31,0,Married,0.0,0
27,66753,62624,579,Salaried,6,1,Married,91.10237691805007,1
49,72030,71258,649,Salaried,2,1,Married,75.46612066349542,1
60,132359,58643,601,Salaried,30,2,Married,39.735161709616136,0
47,125121,31132,613,Salaried,27,4,Single,65.61781468911087,1
56,156038,110830,655,Self-Employed,31,0,Single,60.97188151143415,1
48,51060,35241,637,Salaried,4,3,Married,76.78753585238444,1
35,80298,77790,530,Salaried,15,2,Married,99.51026976788026,1
